"property","status","value","expected","restored","hiddenExpected","hiddenRestored","captureMs","detail"
"justify-self","preserved","normal","normal","normal","normal","normal","0",""
"justify-tracks","unsupported","","","","","","",""
"left","preserved","24px","24px","24px","24px","24px","1",""
"letter-spacing","preserved","24px","24px","24px","24px","24px","1",""
"lighting-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","1",""
"line-break","preserved","loose","loose","loose","loose","loose","4",""
"line-clamp","unsupported","","","","","","",""
"line-height","preserved","normal","normal","normal","normal","normal","3",""
"line-height-step","unsupported","","","","","","",""
"link-parameters","unsupported","","","","","","",""
"list-style","preserved","square inside","inside square","inside square","inside square","inside square","3",""
"list-style-image","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","2",""
"list-style-position","preserved","inside","inside","inside","inside","inside","1",""
"list-style-type","preserved","none","none","none","none","none","0",""
"margin","preserved","24px","24px","24px","24px","24px","2",""
"margin-block","preserved","24px","24px","24px","24px","24px","2",""
"margin-block-end","preserved","24px","24px","24px","24px","24px","1",""
"margin-block-start","preserved","24px","24px","24px","24px","24px","2",""
"margin-bottom","preserved","auto","0px","0px","0px","0px","1",""
"margin-inline","preserved","24px","24px","24px","24px","24px","1",""
"margin-inline-end","preserved","24px","24px","24px","24px","24px","1",""
"margin-inline-start","preserved","24px","24px","24px","24px","24px","2",""
"margin-left","preserved","auto","140px","140px","140px","140px","2",""
"margin-right","preserved","auto","140px","140px","140px","140px","2",""
"margin-top","preserved","auto","0px","0px","0px","0px","2",""
"margin-trim","unsupported","","","","","","",""
"marker","untested","","","","","","",""
"marker-end","untested","","","","","","",""
"marker-mid","untested","","","","","","",""
"marker-start","untested","","","","","","",""
"mask","preserved","linear-gradient(white,transparent)","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","2",""
"mask-border","unsupported","","","","","","",""
"mask-border-mode","unsupported","","","","","","",""
"mask-border-outset","unsupported","","","","","","",""
"mask-border-repeat","unsupported","","","","","","",""
"mask-border-slice","unsupported","","","","","","",""
"mask-border-source","unsupported","","","","","","",""
"mask-border-width","unsupported","","","","","","",""
"mask-clip","preserved","no-clip","no-clip","no-clip","no-clip","no-clip","0",""
"mask-composite","preserved","exclude","exclude","exclude","exclude","exclude","1",""
"mask-image","preserved","linear-gradient(white,transparent)","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","1",""
"mask-mode","preserved","luminance","luminance","luminance","luminance","luminance","4",""
"mask-origin","preserved","content-box","content-box","content-box","content-box","content-box","1",""
"mask-position","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","2",""
"mask-position-x","preserved","24px","24px","24px","24px","24px","2",""
"mask-position-y","preserved","24px","24px","24px","24px","24px","1",""
"mask-repeat","preserved","repeat-x","repeat-x","repeat-x","repeat-x","repeat-x","0",""
"mask-size","preserved","24px","24px auto","24px auto","24px auto","24px auto","1",""
"mask-type","preserved","alpha","alpha","alpha","alpha","alpha","1",""
"masonry-auto-flow","unsupported","","","","","","",""
"math-depth","preserved","2","2","2","2","2","1",""
"math-shift","preserved","compact","compact","compact","compact","compact","1",""
"math-style","preserved","compact","compact","compact","compact","compact","2",""
"max-block-size","preserved","24px","24px","24px","24px","24px","2",""
"max-height","preserved","min-content","min-content","min-content","min-content","min-content","2",""
"max-inline-size","preserved","24px","24px","24px","24px","24px","1",""
"max-lines","unsupported","","","","","","",""
"max-width","preserved","min-content","min-content","min-content","min-content","min-content","2",""
"min-block-size","preserved","24px","24px","24px","24px","24px","1",""
"min-height","preserved","min-content","min-content","min-content","min-content","min-content","2",""
"min-inline-size","preserved","24px","24px","24px","24px","24px","3",""
"min-width","preserved","min-content","min-content","min-content","min-content","min-content","1",""
"mix-blend-mode","preserved","plus-lighter","plus-lighter","plus-lighter","plus-lighter","plus-lighter","1",""
"object-fit","preserved","contain","contain","contain","contain","contain","2",""
"object-position","preserved","20% 30%","20% 30%","20% 30%","20% 30%","20% 30%","1",""
"object-view-box","unsupported","","","","","","",""
"offset","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","2",""
"offset-anchor","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","2",""
"offset-distance","preserved","24px","24px","24px","24px","24px","1",""
"offset-path","preserved","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","1",""
"offset-position","preserved","auto","auto","auto","auto","auto","1",""
"offset-rotate","preserved","reverse","auto 180deg","auto 180deg","auto 180deg","auto 180deg","2",""
"opacity","preserved","25%","0.25","0.25","0.25","0.25","2",""
"order","preserved","2","2","2","2","2","1",""
"orphans","unsupported","","","","","","",""
"outline","preserved","4px dashed blue","rgb(0, 0, 255) dashed 4px","rgb(0, 0, 255) dashed 4px","rgb(0, 0, 255) dashed 4px","rgb(0, 0, 255) dashed 4px","2",""
"outline-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","2",""
"outline-offset","preserved","24px","24px","24px","24px","24px","3",""
"outline-style","preserved","auto","auto","auto","auto","auto","3",""
"outline-width","preserved","24px","24px","24px","24px","24px","2",""
"overflow","preserved","hidden","hidden","hidden","hidden","hidden","3",""
"overflow-anchor","preserved","none","none","none","none","none","2",""
"overflow-block","preserved","hidden","hidden","hidden","hidden","hidden","1",""
"overflow-clip-box","unsupported","","","","","","",""
"overflow-clip-margin","preserved","24px","24px","24px","24px","24px","2",""
"overflow-inline","preserved","hidden","hidden","hidden","hidden","hidden","2",""
"overflow-wrap","preserved","break-word","break-word","break-word","break-word","break-word","1",""
"overflow-x","preserved","hidden","hidden","hidden","hidden","hidden","2",""
"overflow-y","preserved","hidden","hidden","hidden","hidden","hidden","2",""
"overlay","unsupported","","","","","","",""
"overscroll-behavior","native","","","","","","",""
"overscroll-behavior-block","native","","","","","","",""
"overscroll-behavior-inline","native","","","","","","",""
"overscroll-behavior-x","native","","","","","","",""
"overscroll-behavior-y","native","","","","","","",""
"padding","preserved","24px","24px","24px","24px","24px","1",""
"padding-block","preserved","24px","24px","24px","24px","24px","1",""
"padding-block-end","preserved","24px","24px","24px","24px","24px","1",""
"padding-block-start","preserved","24px","24px","24px","24px","24px","2",""
"padding-bottom","preserved","24px","24px","24px","24px","24px","1",""
"padding-inline","preserved","24px","24px","24px","24px","24px","3",""
"padding-inline-end","preserved","24px","24px","24px","24px","24px","1",""
"padding-inline-start","preserved","24px","24px","24px","24px","24px","2",""
"padding-left","preserved","24px","24px","24px","24px","24px","1",""
"padding-right","preserved","24px","24px","24px","24px","24px","1",""
"padding-top","preserved","24px","24px","24px","24px","24px","1",""
"page","preserved","red","red","red","red","red","1",""
"page-break-after","preserved","always","always","always","always","always","1",""
"page-break-before","preserved","always","always","always","always","always","1",""
"page-break-inside","preserved","avoid","avoid","avoid","avoid","avoid","1",""
"paint-order","preserved","fill","fill","fill","fill","fill","1",""
"path-length","unsupported","","","","","","",""
"perspective","preserved","24px","24px","24px","24px","24px","2",""
"perspective-origin","preserved","24px","24px 50px","24px 50px","24px 50px","24px 50px","1",""
"place-content","preserved","center","center","center","center","center","0",""
"place-items","preserved","center","center","center","center","center","0",""
"place-self","preserved","normal","normal","normal","normal","normal","2",""
"pointer-events","native","","","","","","",""
"position","preserved","static","static","static","static","static","1",""
"position-anchor","preserved","auto","auto","auto","auto","auto","1",""
"position-area","preserved","center","center","center","center","center","2",""
"position-try","preserved","center","center","center","center","center","2",""
"position-try-fallbacks","preserved","center","center","center","center","center","0",""
"position-try-order","untested","","","","","","",""
"position-visibility","preserved","always","always","always","always","always","0",""
"print-color-adjust","preserved","exact","exact","exact","exact","exact","2",""
"quotes","preserved","""«"" ""»""","""«"" ""»""","""«"" ""»""","""«"" ""»""","""«"" ""»""","1",""
"r","preserved","24px","24px","24px","24px","24px","2",""
"reading-flow","unsupported","","","","","","",""
"reading-order","unsupported","","","","","","",""
"resize","native","","","","","","",""
"right","preserved","24px","24px","24px","24px","24px","0",""
"rotate","preserved","15deg","15deg","15deg","15deg","15deg","2",""
"row-gap","preserved","24px","24px","24px","24px","24px","0",""
"ruby-align","preserved","start","start","start","start","start","2",""
"ruby-merge","unsupported","","","","","","",""
"ruby-overhang","unsupported","","","","","","",""
"ruby-position","preserved","over","over","over","over","over","1",""
"rx","preserved","24px","24px","24px","24px","24px","2",""
"ry","preserved","24px","24px","24px","24px","24px","1",""
"scale","preserved","0.8","0.8","0.8","0.8","0.8","0",""
"scroll-behavior","native","","","","","","",""
"scroll-initial-target","unsupported","","","","","","",""
"scroll-margin","native","","","","","","",""
"scroll-margin-block","native","","","","","","",""
"scroll-margin-block-end","native","","","","","","",""
"scroll-margin-block-start","native","","","","","","",""
"scroll-margin-bottom","native","","","","","","",""
"scroll-margin-inline","native","","","","","","",""
"scroll-margin-inline-end","native","","","","","","",""
"scroll-margin-inline-start","native","","","","","","",""
"scroll-margin-left","native","","","","","","",""
"scroll-margin-right","native","","","","","","",""
"scroll-margin-top","native","","","","","","",""
"scroll-marker-group","unsupported","","","","","","",""
"scroll-padding","native","","","","","","",""
"scroll-padding-block","native","","","","","","",""
"scroll-padding-block-end","native","","","","","","",""
"scroll-padding-block-start","native","","","","","","",""
"scroll-padding-bottom","native","","","","","","",""
"scroll-padding-inline","native","","","","","","",""
"scroll-padding-inline-end","native","","","","","","",""
"scroll-padding-inline-start","native","","","","","","",""
"scroll-padding-left","native","","","","","","",""
"scroll-padding-right","native","","","","","","",""
"scroll-padding-top","native","","","","","","",""
"scroll-snap-align","native","","","","","","",""
"scroll-snap-coordinate","unsupported","","","","","","",""
"scroll-snap-destination","unsupported","","","","","","",""
"scroll-snap-points-x","unsupported","","","","","","",""
"scroll-snap-points-y","unsupported","","","","","","",""
"scroll-snap-stop","native","","","","","","",""
"scroll-snap-type","native","","","","","","",""
"scroll-snap-type-x","unsupported","","","","","","",""
"scroll-snap-type-y","unsupported","","","","","","",""
"scroll-target-group","unsupported","","","","","","",""
"scroll-timeline","unsupported","","","","","","",""
"scroll-timeline-axis","unsupported","","","","","","",""
"scroll-timeline-name","unsupported","","","","","","",""
"scrollbar-color","untested","","","","","","",""
"scrollbar-gutter","preserved","stable","stable","stable","stable","stable","1",""
"scrollbar-width","preserved","thin","thin","thin","thin","thin","3",""
"shape-image-threshold","preserved","25%","0.25","0.25","0.25","0.25","3",""
"shape-margin","preserved","24px","24px","24px","24px","24px","1",""
"shape-outside","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","2",""
"shape-rendering","preserved","crispEdges","crispedges","crispedges","crispedges","crispedges","2",""
"speak-as","unsupported","","","","","","",""
"stop-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","2",""
"stop-opacity","preserved","25%","0.25","0.25","0.25","0.25","2",""
"stroke","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","2",""
"stroke-color","unsupported","","","","","","",""
"stroke-dasharray","preserved","8px 4px","8px, 4px","8px, 4px","8px, 4px","8px, 4px","1",""
"stroke-dashoffset","preserved","24px","24px","24px","24px","24px","0",""
"stroke-linecap","preserved","round","round","round","round","round","2",""
"stroke-linejoin","preserved","round","round","round","round","round","1",""
"stroke-miterlimit","preserved","2","2","2","2","2","2",""
"stroke-opacity","preserved","25%","0.25","0.25","0.25","0.25","2",""
"stroke-width","preserved","24px","24px","24px","24px","24px","3",""
"tab-size","preserved","24px","24px","24px","24px","24px","2",""
"table-layout","preserved","fixed","fixed","fixed","fixed","fixed","2",""
"text-align","preserved","end","end","end","end","end","2",""
"text-align-last","preserved","start","start","start","start","start","1",""
"text-anchor","preserved","middle","middle","middle","middle","middle","3",""
"text-autospace","preserved","normal","normal","normal","normal","normal","2",""
"text-box","preserved","auto","trim-both","trim-both","trim-both","trim-both","5",""
"text-box-edge","preserved","alphabetic","alphabetic","alphabetic","alphabetic","alphabetic","3",""
"text-box-trim","preserved","trim-start","trim-start","trim-start","trim-start","trim-start","2",""
"text-combine-upright","preserved","all","all","all","all","all","1",""
"text-decoration","preserved","underline wavy red","underline wavy rgb(255, 0, 0)","underline wavy rgb(255, 0, 0)","underline wavy rgb(255, 0, 0)","underline wavy rgb(255, 0, 0)","2",""
"text-decoration-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","2",""
"text-decoration-inset","preserved","auto","auto","auto","auto","auto","2",""
"text-decoration-line","preserved","underline","underline","underline","underline","underline","2",""
"text-decoration-skip","unsupported","","","","","","",""
"text-decoration-skip-ink","preserved","all","all","all","all","all","1",""
"text-decoration-style","preserved","double","double","double","double","double","3",""
"text-decoration-thickness","preserved","from-font","from-font","from-font","from-font","from-font","1",""
"text-emphasis","preserved","red","none rgb(255, 0, 0)","none rgb(255, 0, 0)","none rgb(255, 0, 0)","none rgb(255, 0, 0)","2",""
"text-emphasis-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","2",""
"text-emphasis-position","preserved","over","over","over","over","over","3",""
"text-emphasis-style","preserved","filled","circle","circle","circle","circle","1",""
"text-fit","unsupported","","","","","","",""
"text-indent","preserved","24px","24px","24px","24px","24px","2",""
"text-justify","preserved","inter-character","inter-character","inter-character","inter-character","inter-character","2",""
"text-orientation","preserved","upright","upright","upright","upright","upright","2",""
"text-overflow","preserved","ellipsis","ellipsis","ellipsis","ellipsis","ellipsis","1",""
"text-rendering","preserved","geometricPrecision","geometricprecision","geometricprecision","geometricprecision","geometricprecision","1",""
"text-shadow","preserved","2px 2px red","rgb(255, 0, 0) 2px 2px 0px","rgb(255, 0, 0) 2px 2px 0px","rgb(255, 0, 0) 2px 2px 0px","rgb(255, 0, 0) 2px 2px 0px","1",""
"text-size-adjust","unsupported","","","","","","",""
"text-spacing-trim","unsupported","","","","","","",""
"text-transform","preserved","capitalize","capitalize","capitalize","capitalize","capitalize","2",""
"text-underline-offset","preserved","24px","24px","24px","24px","24px","2",""
"text-underline-position","preserved","from-font","from-font","from-font","from-font","from-font","2",""
"text-wrap","untested","","","","","","",""
"text-wrap-mode","preserved","nowrap","nowrap","nowrap","nowrap","nowrap","2",""
"text-wrap-style","preserved","balance","balance","balance","balance","balance","1",""
"timeline-scope","unsupported","","","","","","",""
"timeline-trigger","unsupported","","","","","","",""
"timeline-trigger-activation-range","unsupported","","","","","","",""
"timeline-trigger-activation-range-end","unsupported","","","","","","",""
"timeline-trigger-activation-range-start","unsupported","","","","","","",""
"timeline-trigger-active-range","unsupported","","","","","","",""
"timeline-trigger-active-range-end","unsupported","","","","","","",""
"timeline-trigger-active-range-start","unsupported","","","","","","",""
"timeline-trigger-name","unsupported","","","","","","",""
"timeline-trigger-source","unsupported","","","","","","",""
"top","preserved","24px","24px","24px","24px","24px","0",""
"touch-action","native","","","","","","",""
"transform","preserved","translate(12px, 4px)","matrix(1, 0, 0, 1, 12, 4)","matrix(1, 0, 0, 1, 12, 4)","matrix(1, 0, 0, 1, 12, 4)","matrix(1, 0, 0, 1, 12, 4)","3",""
"transform-box","preserved","content-box","content-box","content-box","content-box","content-box","1",""
"transform-origin","preserved","left","0px 50px","0px 50px","0px 50px","0px 50px","2",""
"transform-style","preserved","preserve-3d","preserve-3d","preserve-3d","preserve-3d","preserve-3d","4",""
"transition","native","","","","","","",""
"transition-behavior","native","","","","","","",""
"transition-delay","native","","","","","","",""
"transition-duration","native","","","","","","",""
"transition-property","native","","","","","","",""
"transition-timing-function","native","","","","","","",""
"translate","preserved","12px 4px","12px 4px","12px 4px","12px 4px","12px 4px","1",""
"trigger-scope","unsupported","","","","","","",""
"unicode-bidi","preserved","normal","normal","normal","normal","normal","1",""
"user-select","native","","","","","","",""
"vector-effect","preserved","non-scaling-stroke","non-scaling-stroke","non-scaling-stroke","non-scaling-stroke","non-scaling-stroke","1",""
"vertical-align","preserved","sub","sub","sub","sub","sub","2",""
"view-timeline","unsupported","","","","","","",""
"view-timeline-axis","unsupported","","","","","","",""
"view-timeline-inset","unsupported","","","","","","",""
"view-timeline-name","unsupported","","","","","","",""
"view-transition-class","native","","","","","","",""
"view-transition-name","native","","","","","","",""
"view-transition-scope","unsupported","","","","","","",""
"visibility","preserved","hidden","hidden","hidden","hidden","hidden","2",""
"white-space","preserved","pre","pre","pre","pre","pre","2",""
"white-space-collapse","preserved","preserve","preserve","preserve","preserve","preserve","1",""
"widows","unsupported","","","","","","",""
"width","preserved","auto","280px","280px","280px","280px","0",""
"will-change","native","","","","","","",""
"word-break","preserved","break-all","break-all","break-all","break-all","break-all","1",""
"word-spacing","preserved","24px","24px","24px","24px","24px","0",""
"word-wrap","preserved","break-word","break-word","break-word","break-word","break-word","1",""
"writing-mode","preserved","vertical-rl","vertical-rl","vertical-rl","vertical-rl","vertical-rl","0",""
"x","preserved","24px","24px","24px","24px","24px","2",""
"y","preserved","24px","24px","24px","24px","24px","0",""
"z-index","preserved","2","2","2","2","2","2",""
"zoom","preserved","25%","0.25","0.25","0.25","0.25","4",""
