"property","status","value","expected","restored","hiddenExpected","hiddenRestored","captureMs","detail"
"dynamic-range-limit","preserved","standard","standard","standard","standard","standard","16.4",""
"empty-cells","preserved","hide","hide","hide","hide","hide","22",""
"field-sizing","preserved","content","content","content","content","content","15.7",""
"fill","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","17.5",""
"fill-opacity","preserved","25%","0.25","0.25","0.25","0.25","16.9",""
"fill-rule","preserved","evenodd","evenodd","evenodd","evenodd","evenodd","18.5",""
"filter","preserved","blur(2px)","blur(2px)","blur(2px)","blur(2px)","blur(2px)","17",""
"flex","preserved","none","0 0 auto","0 0 auto","0 0 auto","0 0 auto","20.4",""
"flex-basis","preserved","content","content","content","content","content","23.7",""
"flex-direction","preserved","row-reverse","row-reverse","row-reverse","row-reverse","row-reverse","16.3",""
"flex-flow","preserved","wrap","row wrap","row wrap","row wrap","row wrap","19.5",""
"flex-grow","preserved","2","2","2","2","2","18.3",""
"flex-line-count","preserved","2","2","2","2","2","14.3",""
"flex-shrink","preserved","2","2","2","2","2","14.2",""
"flex-wrap","preserved","wrap","wrap","wrap","wrap","wrap","8.5",""
"float","preserved","left","left","left","left","left","22.6",""
"flood-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","15.8",""
"flood-opacity","preserved","25%","0.25","0.25","0.25","0.25","16.4",""
"font","preserved","italic 20px/1.4 Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","12.3",""
"font-family","preserved","Georgia, serif","Georgia, serif","Georgia, serif","Georgia, serif","Georgia, serif","10",""
"font-feature-settings","preserved","""liga"" 0","""liga"" 0","""liga"" 0","""liga"" 0","""liga"" 0","10.1",""
"font-kerning","preserved","normal","normal","normal","normal","normal","9.9",""
"font-language-override","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","9.3",""
"font-optical-sizing","preserved","none","none","none","none","none","9.9",""
"font-palette","preserved","light","light","light","light","light","8.9",""
"font-size","preserved","22px","22px","22px","22px","22px","9.2",""
"font-size-adjust","preserved","from-font","0.518555","0.518555","0.518555","0.518555","10.2",""
"font-smooth","unsupported","","","","","","",""
"font-stretch","preserved","25%","25%","25%","25%","25%","9.2",""
"font-style","preserved","italic","italic","italic","italic","italic","10.5",""
"font-synthesis","preserved","none","none","none","none","none","7.9",""
"font-synthesis-position","unsupported","","","","","","",""
"font-synthesis-small-caps","preserved","none","none","none","none","none","14.7",""
"font-synthesis-style","preserved","none","none","none","none","none","17.3",""
"font-synthesis-weight","preserved","none","none","none","none","none","24.3",""
"font-variant","preserved","none","none","none","none","none","13.3",""
"font-variant-alternates","preserved","historical-forms","historical-forms","historical-forms","historical-forms","historical-forms","19",""
"font-variant-caps","preserved","small-caps","small-caps","small-caps","small-caps","small-caps","20.4",""
"font-variant-east-asian","preserved","ruby","ruby","ruby","ruby","ruby","13.6",""
"font-variant-emoji","preserved","text","text","text","text","text","19.3",""
"font-variant-ligatures","preserved","none","none","none","none","none","8.1",""
"font-variant-numeric","preserved","ordinal","ordinal","ordinal","ordinal","ordinal","17.5",""
"font-variant-position","preserved","sub","sub","sub","sub","sub","15.9",""
"font-variation-settings","preserved","""wght"" 650","""wght"" 650","""wght"" 650","""wght"" 650","""wght"" 650","16.7",""
"font-weight","preserved","bolder","700","700","700","700","20.4",""
"font-width","unsupported","","","","","","",""
"forced-color-adjust","preserved","none","none","none","none","none","16.9",""
"frame-sizing","unsupported","","","","","","",""
"gap","preserved","24px","24px","24px","24px","24px","19.2",""
"grid","preserved","""CSS""","auto / none / ""CSS"" / row / auto / auto","auto / none / ""CSS"" / row / auto / auto","auto / none / ""CSS"" / row / auto / auto","auto / none / ""CSS"" / row / auto / auto","16.5",""
"grid-area","preserved","2","2","2","2","2","27.6",""
"grid-auto-columns","preserved","24px","24px","24px","24px","24px","18",""
"grid-auto-flow","preserved","column","column","column","column","column","19.4",""
"grid-auto-rows","preserved","24px","24px","24px","24px","24px","22.2",""
"grid-column","preserved","2","2","2","2","2","17.4",""
"grid-column-end","preserved","2","2","2","2","2","17.8",""
"grid-column-gap","preserved","24px","24px","24px","24px","24px","9.7",""
"grid-column-start","preserved","2","2","2","2","2","8.7",""
"grid-gap","preserved","24px","24px","24px","24px","24px","11.7",""
"grid-row","preserved","2","2","2","2","2","15",""
"grid-row-end","preserved","2","2","2","2","2","16.7",""
"grid-row-gap","preserved","24px","24px","24px","24px","24px","17.6",""
"grid-row-start","preserved","2","2","2","2","2","8.2",""
"grid-template","preserved","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","22.6",""
"grid-template-areas","preserved","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","16.3",""
"grid-template-columns","preserved","subgrid","subgrid","subgrid","subgrid","subgrid","19.3",""
"grid-template-rows","preserved","subgrid","subgrid","subgrid","subgrid","subgrid","21.3",""
"hanging-punctuation","unsupported","","","","","","",""
"height","preserved","auto","52px","52px","52px","52px","21.6",""
"hyphenate-character","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","19.7",""
"hyphenate-limit-chars","preserved","2","2","2","2","2","17.3",""
"hyphens","preserved","none","none","none","none","none","39",""
"image-orientation","preserved","none","none","none","none","none","18.6",""
"image-rendering","preserved","crisp-edges","crisp-edges","crisp-edges","crisp-edges","crisp-edges","22.1",""
"image-resolution","unsupported","","","","","","",""
"ime-mode","unsupported","","","","","","",""
"initial-letter","preserved","2","2","2","2","2","18.1",""
"initial-letter-align","unsupported","","","","","","",""
"inline-size","preserved","24px","32px","32px","32px","32px","24.1",""
"inset","preserved","24px","24px","24px","24px","24px","40.6",""
"inset-block","preserved","24px","24px","24px","24px","24px","26.3",""
"inset-block-end","preserved","24px","24px","24px","24px","24px","16.1",""
"inset-block-start","preserved","24px","24px","24px","24px","24px","17.2",""
"inset-inline","preserved","24px","24px","24px","24px","24px","17",""
"inset-inline-end","preserved","24px","24px","24px","24px","24px","18.4",""
"inset-inline-start","preserved","24px","24px","24px","24px","24px","14.3",""
"interactivity","preserved","inert","inert","inert","inert","inert","27",""
"interest-delay","preserved","1s","1s","1s","1s","1s","19.7",""
"interest-delay-end","preserved","1s","1s","1s","1s","1s","22.3",""
"interest-delay-start","preserved","1s","1s","1s","1s","1s","29.3",""
"interpolate-size","preserved","allow-keywords","allow-keywords","allow-keywords","allow-keywords","allow-keywords","22",""
"isolation","preserved","isolate","isolate","isolate","isolate","isolate","23.9",""
"justify-content","preserved","left","left","left","left","left","19.1",""
"justify-items","preserved","stretch","stretch","stretch","stretch","stretch","23.9",""
"justify-self","preserved","normal","normal","normal","normal","normal","25.3",""
"justify-tracks","unsupported","","","","","","",""
"left","preserved","24px","24px","24px","24px","24px","11.1",""
"letter-spacing","preserved","24px","24px","24px","24px","24px","21.9",""
"lighting-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","28",""
"line-break","preserved","loose","loose","loose","loose","loose","21.3",""
"line-clamp","unsupported","","","","","","",""
"line-height","preserved","normal","normal","normal","normal","normal","28.7",""
"line-height-step","unsupported","","","","","","",""
"link-parameters","unsupported","","","","","","",""
"list-style","preserved","square inside","inside none square","inside none square","inside none square","inside none square","14.9",""
"list-style-image","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","18.2",""
"list-style-position","preserved","inside","inside","inside","inside","inside","21.7",""
"list-style-type","preserved","none","none","none","none","none","21",""
"margin","preserved","24px","24px","24px","24px","24px","19.9",""
"margin-block","preserved","24px","24px","24px","24px","24px","13.7",""
"margin-block-end","preserved","24px","24px","24px","24px","24px","15.5",""
"margin-block-start","preserved","24px","24px","24px","24px","24px","16.5",""
"margin-bottom","preserved","auto","0px","0px","0px","0px","17.4",""
"margin-inline","preserved","24px","24px","24px","24px","24px","12.7",""
"margin-inline-end","preserved","24px","24px","24px","24px","24px","21.2",""
"margin-inline-start","preserved","24px","24px","24px","24px","24px","14.8",""
"margin-left","preserved","auto","140px","140px","140px","140px","16.5",""
"margin-right","preserved","auto","140px","140px","140px","140px","16.8",""
"margin-top","preserved","auto","0px","0px","0px","0px","21.7",""
"margin-trim","unsupported","","","","","","",""
"marker","untested","","","","","","",""
"marker-end","untested","","","","","","",""
"marker-mid","untested","","","","","","",""
"marker-start","untested","","","","","","",""
"mask","preserved","linear-gradient(white,transparent)","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","22.3",""
"mask-border","unsupported","","","","","","",""
"mask-border-mode","unsupported","","","","","","",""
"mask-border-outset","unsupported","","","","","","",""
"mask-border-repeat","unsupported","","","","","","",""
"mask-border-slice","unsupported","","","","","","",""
"mask-border-source","unsupported","","","","","","",""
"mask-border-width","unsupported","","","","","","",""
"mask-clip","preserved","no-clip","no-clip","no-clip","no-clip","no-clip","17.6",""
"mask-composite","preserved","exclude","exclude","exclude","exclude","exclude","27.9",""
"mask-image","preserved","linear-gradient(white,transparent)","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","19.3",""
"mask-mode","preserved","luminance","luminance","luminance","luminance","luminance","23.6",""
"mask-origin","preserved","content-box","content-box","content-box","content-box","content-box","21.9",""
"mask-position","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","21.5",""
"mask-repeat","preserved","repeat-x","repeat-x","repeat-x","repeat-x","repeat-x","18.1",""
"mask-size","preserved","24px","24px auto","24px auto","24px auto","24px auto","19.7",""
"mask-type","preserved","alpha","alpha","alpha","alpha","alpha","25.4",""
"masonry-auto-flow","unsupported","","","","","","",""
"math-depth","preserved","2","2","2","2","2","16.7",""
"math-shift","preserved","compact","compact","compact","compact","compact","23.1",""
"math-style","preserved","compact","compact","compact","compact","compact","27.8",""
"max-block-size","preserved","24px","24px","24px","24px","24px","18.8",""
"max-height","preserved","min-content","min-content","min-content","min-content","min-content","18.7",""
"max-inline-size","preserved","24px","24px","24px","24px","24px","18.1",""
"max-lines","unsupported","","","","","","",""
"max-width","preserved","min-content","min-content","min-content","min-content","min-content","21.9",""
"min-block-size","preserved","24px","24px","24px","24px","24px","20.7",""
"min-height","preserved","min-content","min-content","min-content","min-content","min-content","16",""
"min-inline-size","preserved","24px","24px","24px","24px","24px","25.1",""
"min-width","preserved","min-content","min-content","min-content","min-content","min-content","20.8",""
"mix-blend-mode","preserved","plus-lighter","plus-lighter","plus-lighter","plus-lighter","plus-lighter","19.6",""
"object-fit","preserved","contain","contain","contain","contain","contain","26.4",""
"object-position","preserved","20% 30%","20% 30%","20% 30%","20% 30%","20% 30%","18.6",""
"object-view-box","preserved","inset(10%)","inset(10%)","inset(10%)","inset(10%)","inset(10%)","17.2",""
"offset","preserved","24px","24px 50% none 0px auto 0deg","24px 50% none 0px auto 0deg","24px 50% none 0px auto 0deg","24px 50% none 0px auto 0deg","14.1",""
"offset-anchor","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","22.1",""
"offset-distance","preserved","24px","24px","24px","24px","24px","23.9",""
"offset-path","preserved","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","19.5",""
"offset-position","preserved","auto","auto","auto","auto","auto","21.6",""
"offset-rotate","preserved","reverse","auto 180deg","auto 180deg","auto 180deg","auto 180deg","18.3",""
"opacity","preserved","25%","0.25","0.25","0.25","0.25","13.5",""
"order","preserved","2","2","2","2","2","21.7",""
"orphans","preserved","3","3","3","3","3","13.4",""
"outline","preserved","4px dashed blue","rgb(0, 0, 255) dashed 4px","rgb(0, 0, 255) dashed 4px","rgb(0, 0, 255) dashed 4px","rgb(0, 0, 255) dashed 4px","25.3",""
"outline-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","19.9",""
"outline-offset","preserved","24px","24px","24px","24px","24px","19.5",""
"outline-style","preserved","auto","auto","auto","auto","auto","15.6",""
"outline-width","preserved","24px","24px","24px","24px","24px","19.1",""
"overflow","preserved","hidden","hidden","hidden","hidden","hidden","27.4",""
"overflow-anchor","preserved","none","none","none","none","none","15.9",""
"overflow-block","preserved","hidden","hidden","hidden","hidden","hidden","15.8",""
"overflow-clip-box","unsupported","","","","","","",""
"overflow-clip-margin","preserved","24px","24px","24px","24px","24px","21.3",""
"overflow-inline","preserved","hidden","hidden","hidden","hidden","hidden","21.3",""
"overflow-wrap","preserved","break-word","break-word","break-word","break-word","break-word","18.4",""
"overflow-x","preserved","hidden","hidden","hidden","hidden","hidden","9.5",""
"overflow-y","preserved","hidden","hidden","hidden","hidden","hidden","8.7",""
"overlay","untested","","","","","","",""
"overscroll-behavior","native","","","","","","",""
"overscroll-behavior-block","native","","","","","","",""
"overscroll-behavior-inline","native","","","","","","",""
"overscroll-behavior-x","native","","","","","","",""
"overscroll-behavior-y","native","","","","","","",""
"padding","preserved","24px","24px","24px","24px","24px","21.3",""
"padding-block","preserved","24px","24px","24px","24px","24px","13.5",""
"padding-block-end","preserved","24px","24px","24px","24px","24px","17.6",""
"padding-block-start","preserved","24px","24px","24px","24px","24px","12.7",""
"padding-bottom","preserved","24px","24px","24px","24px","24px","10.2",""
"padding-inline","preserved","24px","24px","24px","24px","24px","21.4",""
"padding-inline-end","preserved","24px","24px","24px","24px","24px","16.8",""
"padding-inline-start","preserved","24px","24px","24px","24px","24px","18.3",""
"padding-left","preserved","24px","24px","24px","24px","24px","14.4",""
"padding-right","preserved","24px","24px","24px","24px","24px","16.2",""
"padding-top","preserved","24px","24px","24px","24px","24px","8.8",""
"page","mismatch","red","red","auto","red","auto","9.8",""
"page-break-after","preserved","always","always","always","always","always","18.3",""
"page-break-before","preserved","always","always","always","always","always","17.4",""
"page-break-inside","preserved","avoid","avoid","avoid","avoid","avoid","17.4",""
"paint-order","preserved","fill","fill","fill","fill","fill","17.3",""
"path-length","unsupported","","","","","","",""
"perspective","preserved","24px","24px","24px","24px","24px","14.2",""
"perspective-origin","preserved","24px","24px 50px","24px 50px","24px 50px","24px 50px","27.1",""
"place-content","preserved","center","center","center","center","center","19.1",""
"place-items","preserved","center","center","center","center","center","15.8",""
"place-self","preserved","normal","normal","normal","normal","normal","21.2",""
"pointer-events","native","","","","","","",""
"position","preserved","static","static","static","static","static","19.6",""
"position-anchor","preserved","auto","auto","auto","auto","auto","18",""
"position-area","preserved","center","center","center","center","center","20.9",""
"position-try","preserved","center","center","center","center","center","30",""
"position-try-fallbacks","preserved","center","center","center","center","center","19.6",""
"position-try-order","untested","","","","","","",""
"position-visibility","preserved","always","always","always","always","always","18.1",""
"print-color-adjust","preserved","exact","exact","exact","exact","exact","20.5",""
"quotes","preserved","""«"" ""»""","""«"" ""»""","""«"" ""»""","""«"" ""»""","""«"" ""»""","21.5",""
"r","preserved","24px","24px","24px","24px","24px","22.9",""
"reading-flow","preserved","source-order","source-order","source-order","source-order","source-order","20.7",""
"reading-order","preserved","2","2","2","2","2","19.9",""
"resize","native","","","","","","",""
"right","preserved","24px","24px","24px","24px","24px","6.1",""
"rotate","preserved","15deg","15deg","15deg","15deg","15deg","21.8",""
"row-gap","preserved","24px","24px","24px","24px","24px","8.1",""
"row-rule-break","preserved","none","none","none","none","none","18.2",""
"row-rule-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","17.1",""
"row-rule-inset-cap-end","preserved","24px","24px","24px","24px","24px","19",""
"row-rule-inset-cap-start","preserved","24px","24px","24px","24px","24px","17.5",""
"row-rule-inset-junction-end","preserved","24px","24px","24px","24px","24px","14.4",""
"row-rule-inset-junction-start","preserved","24px","24px","24px","24px","24px","27.6",""
"row-rule-style","preserved","solid","solid","solid","solid","solid","20.5",""
"row-rule-visibility-items","untested","","","","","","",""
"row-rule-width","preserved","24px","24px","24px","24px","24px","39",""
"ruby-align","preserved","start","start","start","start","start","30.5",""
"ruby-merge","unsupported","","","","","","",""
"ruby-overhang","preserved","none","spaces","spaces","spaces","spaces","21.4",""
"ruby-position","preserved","under","under","under","under","under","13.8",""
"rule-overlap","untested","","","","","","",""
"rx","preserved","24px","24px","24px","24px","24px","17.3",""
"ry","preserved","24px","24px","24px","24px","24px","27.2",""
"scale","preserved","0.8","0.8","0.8","0.8","0.8","41.3",""
"scroll-behavior","native","","","","","","",""
"scroll-initial-target","native","","","","","","",""
"scroll-margin","native","","","","","","",""
"scroll-margin-block","native","","","","","","",""
"scroll-margin-block-end","native","","","","","","",""
"scroll-margin-block-start","native","","","","","","",""
"scroll-margin-bottom","native","","","","","","",""
"scroll-margin-inline","native","","","","","","",""
"scroll-margin-inline-end","native","","","","","","",""
"scroll-margin-inline-start","native","","","","","","",""
"scroll-margin-left","native","","","","","","",""
"scroll-margin-right","native","","","","","","",""
"scroll-margin-top","native","","","","","","",""
"scroll-marker-group","native","","","","","","",""
"scroll-padding","native","","","","","","",""
"scroll-padding-block","native","","","","","","",""
"scroll-padding-block-end","native","","","","","","",""
"scroll-padding-block-start","native","","","","","","",""
"scroll-padding-bottom","native","","","","","","",""
"scroll-padding-inline","native","","","","","","",""
"scroll-padding-inline-end","native","","","","","","",""
"scroll-padding-inline-start","native","","","","","","",""
"scroll-padding-left","native","","","","","","",""
"scroll-padding-right","native","","","","","","",""
"scroll-padding-top","native","","","","","","",""
"scroll-snap-align","native","","","","","","",""
"scroll-snap-coordinate","unsupported","","","","","","",""
"scroll-snap-destination","unsupported","","","","","","",""
"scroll-snap-points-x","unsupported","","","","","","",""
"scroll-snap-points-y","unsupported","","","","","","",""
"scroll-snap-stop","native","","","","","","",""
"scroll-snap-type","native","","","","","","",""
"scroll-snap-type-x","unsupported","","","","","","",""
"scroll-snap-type-y","unsupported","","","","","","",""
"scroll-target-group","native","","","","","","",""
"scroll-timeline","native","","","","","","",""
"scroll-timeline-axis","native","","","","","","",""
"scroll-timeline-name","native","","","","","","",""
"scrollbar-color","untested","","","","","","",""
"scrollbar-gutter","preserved","stable","stable","stable","stable","stable","18.3",""
"scrollbar-width","preserved","thin","thin","thin","thin","thin","19.1",""
"shape-image-threshold","preserved","25%","0.25","0.25","0.25","0.25","22.8",""
"shape-margin","preserved","24px","24px","24px","24px","24px","16.2",""
"shape-outside","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","16.7",""
"shape-rendering","preserved","crispEdges","crispedges","crispedges","crispedges","crispedges","23.3",""
"speak","preserved","none","none","none","none","none","22.2",""
"speak-as","unsupported","","","","","","",""
"stop-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","17.1",""
"stop-opacity","preserved","25%","0.25","0.25","0.25","0.25","18.4",""
"stroke","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","29.2",""
"stroke-color","unsupported","","","","","","",""
"stroke-dasharray","preserved","8px 4px","8px, 4px","8px, 4px","8px, 4px","8px, 4px","14.1",""
"stroke-dashoffset","preserved","24px","24px","24px","24px","24px","19.8",""
"stroke-linecap","preserved","round","round","round","round","round","21.6",""
"stroke-linejoin","preserved","round","round","round","round","round","25",""
"stroke-miterlimit","preserved","2","2","2","2","2","18.3",""
"stroke-opacity","preserved","25%","0.25","0.25","0.25","0.25","18.8",""
"stroke-width","preserved","24px","24px","24px","24px","24px","26.7",""
"tab-size","mismatch","24px","48px","96px","48px","96px","18.1",""
"table-layout","preserved","fixed","fixed","fixed","fixed","fixed","16.7",""
"text-align","preserved","end","end","end","end","end","20.8",""
"text-align-last","preserved","start","start","start","start","start","24.3",""
"text-anchor","preserved","middle","middle","middle","middle","middle","17.8",""
"text-autospace","preserved","normal","normal","normal","normal","normal","13.4",""
"text-box","preserved","auto","trim-both","trim-both","trim-both","trim-both","15.7",""
"text-box-edge","untested","","","","","","",""
"text-box-trim","preserved","trim-start","trim-start","trim-start","trim-start","trim-start","18",""
"text-combine-upright","preserved","all","all","all","all","all","15.9",""
"text-decoration","preserved","underline wavy red","underline wavy rgb(255, 0, 0)","underline wavy rgb(255, 0, 0)","underline wavy rgb(255, 0, 0)","underline wavy rgb(255, 0, 0)","25.7",""
"text-decoration-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","23.2",""
"text-decoration-inset","unsupported","","","","","","",""
"text-decoration-line","preserved","underline","underline","underline","underline","underline","17.6",""
"text-decoration-skip","unsupported","","","","","","",""
"text-decoration-skip-ink","preserved","all","all","all","all","all","16",""
"text-decoration-style","preserved","double","double","double","double","double","22.1",""
"text-decoration-thickness","preserved","from-font","from-font","from-font","from-font","from-font","18",""
"text-emphasis","preserved","red","none rgb(255, 0, 0)","none rgb(255, 0, 0)","none rgb(255, 0, 0)","none rgb(255, 0, 0)","20.9",""
"text-emphasis-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","9.6",""
"text-emphasis-position","preserved","under","under","under","under","under","12",""
"text-emphasis-style","preserved","filled","dot","dot","dot","dot","29.9",""
"text-fit","preserved","grow","grow","grow","grow","grow","21.3",""
"text-indent","preserved","24px","24px","24px","24px","24px","25.9",""
"text-justify","preserved","inter-character","inter-character","inter-character","inter-character","inter-character","14.2",""
"text-orientation","preserved","upright","upright","upright","upright","upright","19.3",""
"text-overflow","preserved","ellipsis","ellipsis","ellipsis","ellipsis","ellipsis","18.8",""
"text-rendering","preserved","geometricPrecision","geometricprecision","geometricprecision","geometricprecision","geometricprecision","19.4",""
"text-shadow","preserved","2px 2px red","rgb(255, 0, 0) 2px 2px 0px","rgb(255, 0, 0) 2px 2px 0px","rgb(255, 0, 0) 2px 2px 0px","rgb(255, 0, 0) 2px 2px 0px","23.3",""
"text-size-adjust","preserved","none","100%","100%","100%","100%","15.5",""
"text-spacing-trim","preserved","space-all","space-all","space-all","space-all","space-all","27.1",""
"text-transform","preserved","capitalize","capitalize","capitalize","capitalize","capitalize","21.1",""
"text-underline-offset","preserved","24px","24px","24px","24px","24px","23.6",""
"text-underline-position","preserved","from-font","from-font","from-font","from-font","from-font","22.3",""
"text-wrap","untested","","","","","","",""
"text-wrap-mode","preserved","nowrap","nowrap","nowrap","nowrap","nowrap","15.1",""
"text-wrap-style","preserved","balance","balance","balance","balance","balance","17.3",""
"timeline-scope","preserved","--pc-example","--pc-example","--pc-example","--pc-example","--pc-example","20.1",""
"timeline-trigger","preserved","24px","24px","24px","24px","24px","17.5",""
"timeline-trigger-activation-range","preserved","24px","24px","24px","24px","24px","8.4",""
"timeline-trigger-activation-range-end","preserved","24px","24px","24px","24px","24px","27.6",""
"timeline-trigger-activation-range-start","preserved","24px","24px","24px","24px","24px","7.2",""
"timeline-trigger-active-range","preserved","24px","24px","24px","24px","24px","25.2",""
"timeline-trigger-active-range-end","preserved","normal","normal","normal","normal","normal","20",""
"timeline-trigger-active-range-start","preserved","normal","normal","normal","normal","normal","22.7",""
"timeline-trigger-name","preserved","--pc-example","--pc-example","--pc-example","--pc-example","--pc-example","23.3",""
"timeline-trigger-source","preserved","none","none","none","none","none","17.5",""
"top","preserved","24px","24px","24px","24px","24px","18.7",""
"touch-action","native","","","","","","",""
"transform","preserved","translate(12px, 4px)","matrix(1, 0, 0, 1, 12, 4)","matrix(1, 0, 0, 1, 12, 4)","matrix(1, 0, 0, 1, 12, 4)","matrix(1, 0, 0, 1, 12, 4)","14.8",""
"transform-box","preserved","content-box","content-box","content-box","content-box","content-box","17.5",""
"transform-origin","preserved","left","0px 50px","0px 50px","0px 50px","0px 50px","14.3",""
"transform-style","preserved","preserve-3d","preserve-3d","preserve-3d","preserve-3d","preserve-3d","17.2",""
"transition","native","","","","","","",""
"transition-behavior","native","","","","","","",""
"transition-delay","native","","","","","","",""
"transition-duration","native","","","","","","",""
"transition-property","native","","","","","","",""
"transition-timing-function","native","","","","","","",""
"translate","preserved","12px 4px","12px 4px","12px 4px","12px 4px","12px 4px","17.7",""
"trigger-scope","preserved","all","all","all","all","all","17",""
"unicode-bidi","preserved","normal","normal","normal","normal","normal","15.9",""
"user-select","native","","","","","","",""
"vector-effect","preserved","non-scaling-stroke","non-scaling-stroke","non-scaling-stroke","non-scaling-stroke","non-scaling-stroke","19.4",""
"vertical-align","preserved","sub","sub","sub","sub","sub","25.7",""
"view-timeline","preserved","--pc-example","--pc-example","--pc-example","--pc-example","--pc-example","11.5",""
"view-timeline-axis","preserved","inline","inline","inline","inline","inline","17.3",""
"view-timeline-inset","preserved","24px","24px","24px","24px","24px","18.7",""
"view-timeline-name","preserved","--pc-example","--pc-example","--pc-example","--pc-example","--pc-example","9.2",""
"view-transition-class","native","","","","","","",""
"view-transition-group","native","","","","","","",""
"view-transition-name","native","","","","","","",""
"view-transition-scope","native","","","","","","",""
"visibility","preserved","hidden","hidden","hidden","hidden","hidden","13.9",""
"white-space","preserved","pre","pre","pre","pre","pre","18.3",""
"white-space-collapse","preserved","preserve","preserve","preserve","preserve","preserve","18",""
"widows","preserved","3","3","3","3","3","22.5",""
"width","preserved","auto","280px","280px","280px","280px","16.8",""
"will-change","native","","","","","","",""
"window-drag","untested","","","","","","",""
"word-break","preserved","break-all","break-all","break-all","break-all","break-all","19.4",""
"word-spacing","preserved","24px","24px","24px","24px","24px","21.1",""
"word-wrap","preserved","break-word","break-word","break-word","break-word","break-word","17.7",""
"writing-mode","preserved","vertical-rl","vertical-rl","vertical-rl","vertical-rl","vertical-rl","20.9",""
"x","preserved","24px","24px","24px","24px","24px","15.6",""
"y","preserved","24px","24px","24px","24px","24px","17.3",""
"z-index","preserved","2","2","2","2","2","16.1",""
"zoom","preserved","25%","0.25","0.25","0.25","0.25","28.2",""
