"property","status","value","expected","restored","hiddenExpected","hiddenRestored","captureMs","detail"
"border-bottom","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","7",""
"border-bottom-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","7",""
"border-bottom-left-radius","preserved","24px","24px","24px","24px","24px","19",""
"border-bottom-right-radius","preserved","24px","24px","24px","24px","24px","13",""
"border-bottom-style","preserved","none","none","none","none","none","9",""
"border-bottom-width","preserved","24px","24px","24px","24px","24px","13",""
"border-collapse","preserved","collapse","collapse","collapse","collapse","collapse","14",""
"border-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","9",""
"border-end-end-radius","preserved","24px","24px","24px","24px","24px","14",""
"border-end-start-radius","preserved","24px","24px","24px","24px","24px","9",""
"border-image","preserved","linear-gradient(red,blue) 1","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1 / 1 / 0 stretch","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1 / 1 / 0 stretch","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1 / 1 / 0 stretch","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1 / 1 / 0 stretch","8",""
"border-image-outset","preserved","24px","24px","24px","24px","24px","13",""
"border-image-repeat","preserved","repeat","repeat","repeat","repeat","repeat","10",""
"border-image-slice","preserved","25%","25%","25%","25%","25%","14",""
"border-image-source","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","10",""
"border-image-width","preserved","auto","auto","auto","auto","auto","9",""
"border-inline","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","11",""
"border-inline-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","13",""
"border-inline-end","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","8",""
"border-inline-end-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","6",""
"border-inline-end-style","preserved","none","none","none","none","none","9",""
"border-inline-end-width","preserved","24px","24px","24px","24px","24px","6",""
"border-inline-start","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","7",""
"border-inline-start-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","7",""
"border-inline-start-style","preserved","none","none","none","none","none","8",""
"border-inline-start-width","preserved","24px","24px","24px","24px","24px","6",""
"border-inline-style","preserved","none","none","none","none","none","10",""
"border-inline-width","preserved","24px","24px","24px","24px","24px","10",""
"border-left","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","7",""
"border-left-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","8",""
"border-left-style","preserved","none","none","none","none","none","7",""
"border-left-width","preserved","24px","24px","24px","24px","24px","7",""
"border-radius","preserved","24px","24px","24px","24px","24px","17",""
"border-right","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","13",""
"border-right-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","12",""
"border-right-style","preserved","none","none","none","none","none","8",""
"border-right-width","preserved","24px","24px","24px","24px","24px","9",""
"border-shape","unsupported","","","","","","",""
"border-spacing","preserved","24px","24px","24px","24px","24px","17",""
"border-start-end-radius","preserved","24px","24px","24px","24px","24px","11",""
"border-start-start-radius","preserved","24px","24px","24px","24px","24px","9",""
"border-style","preserved","none","none","none","none","none","14",""
"border-top","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","9",""
"border-top-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","7",""
"border-top-left-radius","preserved","24px","24px","24px","24px","24px","8",""
"border-top-right-radius","preserved","24px","24px","24px","24px","24px","7",""
"border-top-style","preserved","none","none","none","none","none","4",""
"border-top-width","preserved","24px","24px","24px","24px","24px","7",""
"border-width","preserved","24px","24px","24px","24px","24px","9",""
"bottom","preserved","24px","24px","24px","24px","24px","17",""
"box-align","unsupported","","","","","","",""
"box-decoration-break","unsupported","","","","","","",""
"box-direction","unsupported","","","","","","",""
"box-flex","unsupported","","","","","","",""
"box-flex-group","unsupported","","","","","","",""
"box-lines","unsupported","","","","","","",""
"box-ordinal-group","unsupported","","","","","","",""
"box-orient","unsupported","","","","","","",""
"box-pack","unsupported","","","","","","",""
"box-shadow","preserved","3px 4px 2px red","rgb(255, 0, 0) 3px 4px 2px 0px","rgb(255, 0, 0) 3px 4px 2px 0px","rgb(255, 0, 0) 3px 4px 2px 0px","rgb(255, 0, 0) 3px 4px 2px 0px","13",""
"box-sizing","preserved","content-box","content-box","content-box","content-box","content-box","8",""
"break-after","preserved","avoid","avoid","avoid","avoid","avoid","10",""
"break-before","preserved","avoid","avoid","avoid","avoid","avoid","16",""
"break-inside","preserved","avoid","avoid","avoid","avoid","avoid","12",""
"buffered-rendering","untested","","","","","","",""
"caption-side","preserved","bottom","bottom","bottom","bottom","bottom","14",""
"caret","unsupported","","","","","","",""
"caret-animation","unsupported","","","","","","",""
"caret-color","native","","","","","","",""
"caret-shape","unsupported","","","","","","",""
"clear","preserved","left","left","left","left","left","10",""
"clip","preserved","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","7",""
"clip-path","preserved","circle(35% at 50% 50%)","circle(35% at 50% 50%)","circle(35% at 50% 50%)","circle(35% at 50% 50%)","circle(35% at 50% 50%)","11",""
"clip-rule","preserved","evenodd","evenodd","evenodd","evenodd","evenodd","6",""
"color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","11",""
"color-interpolation","preserved","auto","auto","auto","auto","auto","10",""
"color-interpolation-filters","preserved","auto","auto","auto","auto","auto","9",""
"color-scheme","preserved","light","light","light","light","light","10",""
"column-count","preserved","2","2","2","2","2","9",""
"column-fill","preserved","auto","auto","auto","auto","auto","10",""
"column-gap","preserved","24px","24px","24px","24px","24px","8",""
"column-height","unsupported","","","","","","",""
"column-rule","preserved","24px","24px none rgb(23, 37, 30)","24px none rgb(23, 37, 30)","24px none rgb(23, 37, 30)","24px none rgb(23, 37, 30)","9",""
"column-rule-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","8",""
"column-rule-style","preserved","solid","solid","solid","solid","solid","7",""
"column-rule-width","preserved","24px","24px","24px","24px","24px","5",""
"column-span","preserved","all","all","all","all","all","13",""
"column-width","preserved","24px","24px","24px","24px","24px","12",""
"column-wrap","unsupported","","","","","","",""
"columns","preserved","24px","24px","24px","24px","24px","7",""
"contain","preserved","layout paint","layout paint","layout paint","layout paint","layout paint","12",""
"contain-intrinsic-block-size","preserved","24px","24px","24px","24px","24px","7",""
"contain-intrinsic-height","preserved","24px","24px","24px","24px","24px","6",""
"contain-intrinsic-inline-size","preserved","24px","24px","24px","24px","24px","17",""
"contain-intrinsic-size","preserved","24px","24px","24px","24px","24px","14",""
"contain-intrinsic-width","preserved","24px","24px","24px","24px","24px","7",""
"container","preserved","test / inline-size","test / inline-size","test / inline-size","test / inline-size","test / inline-size","22",""
"container-name","preserved","red","red","red","red","red","13",""
"container-type","preserved","size","size","size","size","size","9",""
"content","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","9",""
"content-visibility","preserved","auto","auto","auto","auto","auto","6",""
"corner-block-end-shape","unsupported","","","","","","",""
"corner-block-start-shape","unsupported","","","","","","",""
"corner-bottom-left-shape","unsupported","","","","","","",""
"corner-bottom-right-shape","unsupported","","","","","","",""
"corner-bottom-shape","unsupported","","","","","","",""
"corner-end-end-shape","unsupported","","","","","","",""
"corner-end-start-shape","unsupported","","","","","","",""
"corner-inline-end-shape","unsupported","","","","","","",""
"corner-inline-start-shape","unsupported","","","","","","",""
"corner-left-shape","unsupported","","","","","","",""
"corner-right-shape","unsupported","","","","","","",""
"corner-shape","unsupported","","","","","","",""
"corner-start-end-shape","unsupported","","","","","","",""
"corner-start-start-shape","unsupported","","","","","","",""
"corner-top-left-shape","unsupported","","","","","","",""
"corner-top-right-shape","unsupported","","","","","","",""
"corner-top-shape","unsupported","","","","","","",""
"counter-increment","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","7",""
"counter-reset","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","8",""
"counter-set","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","8",""
"cursor","native","","","","","","",""
"cx","preserved","24px","24px","24px","24px","24px","8",""
"cy","preserved","24px","24px","24px","24px","24px","8",""
"d","unsupported","","","","","","",""
"direction","preserved","rtl","rtl","rtl","rtl","rtl","10",""
"display","preserved","none","none","none","none","none","10",""
"dominant-baseline","preserved","alphabetic","alphabetic","alphabetic","alphabetic","alphabetic","11",""
"dynamic-range-limit","preserved","standard","standard","standard","standard","standard","7",""
"empty-cells","preserved","hide","hide","hide","hide","hide","9",""
"field-sizing","preserved","content","content","content","content","content","5",""
"fill","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","6",""
"fill-opacity","preserved","25%","0.25","0.25","0.25","0.25","8",""
"fill-rule","preserved","evenodd","evenodd","evenodd","evenodd","evenodd","10",""
"filter","preserved","blur(2px)","blur(2px)","blur(2px)","blur(2px)","blur(2px)","22",""
"flex","preserved","none","0 0 auto","0 0 auto","0 0 auto","0 0 auto","9",""
"flex-basis","preserved","content","content","content","content","content","15",""
"flex-direction","preserved","row-reverse","row-reverse","row-reverse","row-reverse","row-reverse","10",""
"flex-flow","preserved","wrap","wrap","wrap","wrap","wrap","8",""
"flex-grow","preserved","2","2","2","2","2","15",""
"flex-line-count","unsupported","","","","","","",""
"flex-shrink","preserved","2","2","2","2","2","13",""
"flex-wrap","preserved","wrap","wrap","wrap","wrap","wrap","5",""
"float","preserved","left","left","left","left","left","7",""
"flood-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","10",""
"flood-opacity","preserved","25%","0.25","0.25","0.25","0.25","7",""
"flow-tolerance","preserved","24px","24px","24px","24px","24px","10",""
"font","preserved","italic 20px/1.4 Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","8",""
"font-family","preserved","Georgia, serif","Georgia, serif","Georgia, serif","Georgia, serif","Georgia, serif","11",""
"font-feature-settings","preserved","""liga"" 0","""liga"" 0","""liga"" 0","""liga"" 0","""liga"" 0","10",""
"font-kerning","preserved","normal","normal","normal","normal","normal","8",""
"font-language-override","unsupported","","","","","","",""
"font-optical-sizing","preserved","none","none","none","none","none","10",""
"font-palette","preserved","light","light","light","light","light","12",""
"font-size","preserved","22px","22px","22px","22px","22px","6",""
"font-size-adjust","preserved","from-font","0.518555","0.518555","0.518555","0.518555","10",""
"font-smooth","unsupported","","","","","","",""
"font-stretch","preserved","25%","25%","25%","25%","25%","24",""
"font-style","preserved","italic","italic","italic","italic","italic","12",""
"font-synthesis","preserved","none","none","none","none","none","8",""
"font-synthesis-position","unsupported","","","","","","",""
"font-synthesis-small-caps","preserved","none","none","none","none","none","6",""
"font-synthesis-style","preserved","none","none","none","none","none","11",""
"font-synthesis-weight","preserved","none","none","none","none","none","9",""
"font-variant","preserved","none","none","none","none","none","6",""
"font-variant-alternates","preserved","historical-forms","historical-forms","historical-forms","historical-forms","historical-forms","10",""
"font-variant-caps","preserved","small-caps","small-caps","small-caps","small-caps","small-caps","11",""
"font-variant-east-asian","preserved","ruby","ruby","ruby","ruby","ruby","6",""
"font-variant-emoji","unsupported","","","","","","",""
"font-variant-ligatures","preserved","none","none","none","none","none","6",""
"font-variant-numeric","preserved","ordinal","ordinal","ordinal","ordinal","ordinal","9",""
"font-variant-position","preserved","sub","sub","sub","sub","sub","11",""
"font-variation-settings","preserved","""wght"" 650","""wght"" 650","""wght"" 650","""wght"" 650","""wght"" 650","8",""
"font-weight","preserved","bolder","700","700","700","700","10",""
"font-width","preserved","ultra-condensed","50%","50%","50%","50%","7",""
"forced-color-adjust","unsupported","","","","","","",""
"frame-sizing","unsupported","","","","","","",""
"gap","preserved","24px","24px","24px","24px","24px","9",""
"glyph-orientation-horizontal","untested","","","","","","",""
"glyph-orientation-vertical","untested","","","","","","",""
"grid","preserved","none","none / none / none / row / auto / auto","none / none / none / row / auto / auto","none / none / none / row / auto / auto","none / none / none / row / auto / auto","7",""
"grid-area","preserved","2","2","2","2","2","8",""
"grid-auto-columns","preserved","24px","24px","24px","24px","24px","9",""
"grid-auto-flow","preserved","row","row","row","row","row","8",""
"grid-auto-rows","preserved","24px","24px","24px","24px","24px","13",""
"grid-column","preserved","2","2","2","2","2","13",""
"grid-column-end","preserved","2","2","2","2","2","11",""
"grid-column-gap","preserved","24px","24px","24px","24px","24px","8",""
"grid-column-start","preserved","2","2","2","2","2","12",""
"grid-gap","preserved","24px","24px","24px","24px","24px","7",""
"grid-row","preserved","2","2","2","2","2","8",""
"grid-row-end","preserved","2","2","2","2","2","12",""
"grid-row-gap","preserved","24px","24px","24px","24px","24px","13",""
"grid-row-start","preserved","2","2","2","2","2","4",""
"grid-template","preserved","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","8",""
"grid-template-areas","preserved","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","10",""
"grid-template-columns","preserved","subgrid","subgrid","subgrid","subgrid","subgrid","11",""
"grid-template-rows","preserved","subgrid","subgrid","subgrid","subgrid","subgrid","12",""
"hanging-punctuation","preserved","first","first","first","first","first","7",""
"height","preserved","auto","52px","52px","52px","52px","13",""
"hyphenate-character","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","11",""
"hyphenate-limit-chars","unsupported","","","","","","",""
"hyphens","preserved","none","none","none","none","none","8",""
"image-orientation","preserved","none","none","none","none","none","9",""
"image-rendering","preserved","crisp-edges","crisp-edges","crisp-edges","crisp-edges","crisp-edges","8",""
"image-resolution","unsupported","","","","","","",""
"ime-mode","unsupported","","","","","","",""
"initial-letter","unsupported","","","","","","",""
"initial-letter-align","unsupported","","","","","","",""
"inline-size","preserved","24px","32px","32px","32px","32px","7",""
"inset","preserved","24px","24px","24px","24px","24px","18",""
"inset-block","preserved","24px","24px","24px","24px","24px","10",""
"inset-block-end","preserved","24px","24px","24px","24px","24px","5",""
"inset-block-start","preserved","24px","24px","24px","24px","24px","14",""
"inset-inline","preserved","24px","24px","24px","24px","24px","8",""
"inset-inline-end","preserved","24px","24px","24px","24px","24px","15",""
"inset-inline-start","preserved","24px","24px","24px","24px","24px","9",""
"interactivity","unsupported","","","","","","",""
"interest-delay","unsupported","","","","","","",""
"interest-delay-end","unsupported","","","","","","",""
"interest-delay-start","unsupported","","","","","","",""
"interpolate-size","unsupported","","","","","","",""
"isolation","preserved","isolate","isolate","isolate","isolate","isolate","7",""
"justify-content","preserved","left","left","left","left","left","9",""
"justify-items","preserved","stretch","stretch","stretch","stretch","stretch","7",""
"justify-self","preserved","normal","normal","normal","normal","normal","7",""
"justify-tracks","unsupported","","","","","","",""
"left","preserved","24px","24px","24px","24px","24px","7",""
"letter-spacing","preserved","24px","24px","24px","24px","24px","10",""
"lighting-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","16",""
"line-break","preserved","loose","loose","loose","loose","loose","10",""
"line-clamp","unsupported","","","","","","",""
"line-height","preserved","normal","normal","normal","normal","normal","7",""
"line-height-step","unsupported","","","","","","",""
"link-parameters","unsupported","","","","","","",""
"list-style","preserved","square inside","inside none square","inside none square","inside none square","inside none square","8",""
"list-style-image","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","9",""
"list-style-position","preserved","inside","inside","inside","inside","inside","7",""
"list-style-type","preserved","none","none","none","none","none","10",""
"margin","preserved","24px","24px","24px","24px","24px","12",""
"margin-block","preserved","24px","24px","24px","24px","24px","17",""
"margin-block-end","preserved","24px","24px","24px","24px","24px","12",""
"margin-block-start","preserved","24px","24px","24px","24px","24px","7",""
"margin-bottom","preserved","auto","0px","0px","0px","0px","6",""
"margin-inline","preserved","24px","24px","24px","24px","24px","17",""
"margin-inline-end","preserved","24px","24px","24px","24px","24px","10",""
"margin-inline-start","preserved","24px","24px","24px","24px","24px","9",""
"margin-left","preserved","auto","140px","140px","140px","140px","12",""
"margin-right","preserved","auto","140px","140px","140px","140px","10",""
"margin-top","preserved","auto","0px","0px","0px","0px","14",""
"margin-trim","preserved","block","block","block","block","block","7",""
"marker","untested","","","","","","",""
"marker-end","untested","","","","","","",""
"marker-mid","untested","","","","","","",""
"marker-start","untested","","","","","","",""
"mask","preserved","linear-gradient(white,transparent)","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0)) 0% 0% / auto repeat border-box border-box add match-source","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0)) 0% 0% / auto repeat border-box border-box add match-source","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0)) 0% 0% / auto repeat border-box border-box add match-source","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0)) 0% 0% / auto repeat border-box border-box add match-source","12",""
"mask-border","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 0 / auto / 0 stretch","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 0 / auto / 0 stretch","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 0 / auto / 0 stretch","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 0 / auto / 0 stretch","15",""
"mask-border-mode","unsupported","","","","","","",""
"mask-border-outset","preserved","24px","24px","24px","24px","24px","14",""
"mask-border-repeat","preserved","repeat","repeat","repeat","repeat","repeat","13",""
"mask-border-slice","preserved","25%","25%","25%","25%","25%","11",""
"mask-border-source","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","25",""
"mask-border-width","preserved","24px","24px","24px","24px","24px","18",""
"mask-clip","preserved","no-clip","no-clip","no-clip","no-clip","no-clip","11",""
"mask-composite","preserved","exclude","exclude","exclude","exclude","exclude","5",""
"mask-image","preserved","linear-gradient(white,transparent)","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","10",""
"mask-mode","preserved","luminance","luminance","luminance","luminance","luminance","11",""
"mask-origin","preserved","content-box","content-box","content-box","content-box","content-box","8",""
"mask-position","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","7",""
"mask-repeat","preserved","repeat-x","repeat-x","repeat-x","repeat-x","repeat-x","6",""
"mask-size","preserved","24px","24px auto","24px auto","24px auto","24px auto","10",""
"mask-type","preserved","alpha","alpha","alpha","alpha","alpha","12",""
"masonry-auto-flow","unsupported","","","","","","",""
"math-depth","preserved","2","2","2","2","2","12",""
"math-shift","preserved","compact","compact","compact","compact","compact","7",""
"math-style","preserved","compact","compact","compact","compact","compact","16",""
"max-block-size","preserved","24px","24px","24px","24px","24px","12",""
"max-height","preserved","min-content","min-content","min-content","min-content","min-content","12",""
"max-inline-size","preserved","24px","24px","24px","24px","24px","15",""
"max-lines","unsupported","","","","","","",""
"max-width","preserved","min-content","min-content","min-content","min-content","min-content","13",""
"min-block-size","preserved","24px","24px","24px","24px","24px","12",""
"min-height","preserved","min-content","min-content","min-content","min-content","min-content","11",""
"min-inline-size","preserved","24px","24px","24px","24px","24px","10",""
"min-width","preserved","min-content","min-content","min-content","min-content","min-content","11",""
"mix-blend-mode","preserved","plus-darker","plus-darker","plus-darker","plus-darker","plus-darker","16",""
"object-fit","preserved","contain","contain","contain","contain","contain","15",""
"object-position","preserved","20% 30%","20% 30%","20% 30%","20% 30%","20% 30%","16",""
"object-view-box","unsupported","","","","","","",""
"offset","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","15",""
"offset-anchor","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","8",""
"offset-distance","preserved","24px","24px","24px","24px","24px","7",""
"offset-path","preserved","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","10",""
"offset-position","preserved","auto","auto","auto","auto","auto","14",""
"offset-rotate","preserved","reverse","auto 180deg","auto 180deg","auto 180deg","auto 180deg","12",""
"opacity","preserved","25%","0.25","0.25","0.25","0.25","13",""
"order","preserved","2","2","2","2","2","9",""
"orphans","preserved","3","3","3","3","3","10",""
"outline","preserved","4px dashed blue","4px dashed rgb(0, 0, 255)","4px dashed rgb(0, 0, 255)","4px dashed rgb(0, 0, 255)","4px dashed rgb(0, 0, 255)","9",""
"outline-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","12",""
"outline-offset","preserved","24px","24px","24px","24px","24px","10",""
"outline-style","preserved","auto","auto","auto","auto","auto","20",""
"outline-width","preserved","24px","24px","24px","24px","24px","14",""
"overflow","preserved","hidden","hidden","hidden","hidden","hidden","12",""
"overflow-anchor","unsupported","","","","","","",""
"overflow-block","preserved","hidden","hidden","hidden","hidden","hidden","15",""
"overflow-clip-box","unsupported","","","","","","",""
"overflow-clip-margin","unsupported","","","","","","",""
"overflow-inline","preserved","hidden","hidden","hidden","hidden","hidden","7",""
"overflow-wrap","preserved","break-word","break-word","break-word","break-word","break-word","7",""
"overflow-x","preserved","hidden","hidden","hidden","hidden","hidden","12",""
"overflow-y","preserved","hidden","hidden","hidden","hidden","hidden","9",""
"overlay","unsupported","","","","","","",""
"overscroll-behavior","native","","","","","","",""
"overscroll-behavior-block","native","","","","","","",""
"overscroll-behavior-inline","native","","","","","","",""
"overscroll-behavior-x","native","","","","","","",""
"overscroll-behavior-y","native","","","","","","",""
"padding","preserved","24px","24px","24px","24px","24px","6",""
"padding-block","preserved","24px","24px","24px","24px","24px","7",""
"padding-block-end","preserved","24px","24px","24px","24px","24px","14",""
"padding-block-start","preserved","24px","24px","24px","24px","24px","7",""
"padding-bottom","preserved","24px","24px","24px","24px","24px","7",""
"padding-inline","preserved","24px","24px","24px","24px","24px","10",""
