"property","status","value","expected","restored","hiddenExpected","hiddenRestored","captureMs","detail"
"scroll-timeline","native","","","","","","",""
"scroll-timeline-axis","native","","","","","","",""
"scroll-timeline-name","native","","","","","","",""
"scrollbar-color","untested","","","","","","",""
"scrollbar-gutter","preserved","stable","stable","stable","stable","stable","8.4",""
"scrollbar-width","preserved","thin","thin","thin","thin","thin","6.3",""
"shape-image-threshold","preserved","25%","0.25","0.25","0.25","0.25","9.5",""
"shape-margin","preserved","24px","24px","24px","24px","24px","6.5",""
"shape-outside","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","7.4",""
"shape-rendering","preserved","crispEdges","crispedges","crispedges","crispedges","crispedges","13.2",""
"speak","preserved","none","none","none","none","none","14.5",""
"speak-as","unsupported","","","","","","",""
"stop-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","7.3",""
"stop-opacity","preserved","25%","0.25","0.25","0.25","0.25","8.4",""
"stroke","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","10.5",""
"stroke-color","unsupported","","","","","","",""
"stroke-dasharray","preserved","8px 4px","8px, 4px","8px, 4px","8px, 4px","8px, 4px","6.3",""
"stroke-dashoffset","preserved","24px","24px","24px","24px","24px","8",""
"stroke-linecap","preserved","round","round","round","round","round","15",""
"stroke-linejoin","preserved","round","round","round","round","round","9.8",""
"stroke-miterlimit","preserved","2","2","2","2","2","11",""
"stroke-opacity","preserved","25%","0.25","0.25","0.25","0.25","6.5",""
"stroke-width","preserved","24px","24px","24px","24px","24px","11.8",""
"tab-size","preserved","24px","24px","24px","24px","24px","7.5",""
"table-layout","preserved","fixed","fixed","fixed","fixed","fixed","22.4",""
"text-align","preserved","end","end","end","end","end","9.8",""
"text-align-last","preserved","start","start","start","start","start","7.4",""
"text-anchor","preserved","middle","middle","middle","middle","middle","9.3",""
"text-autospace","preserved","normal","normal","normal","normal","normal","15.5",""
"text-box","preserved","auto","trim-both","trim-both","trim-both","trim-both","13.1",""
"text-box-edge","untested","","","","","","",""
"text-box-trim","preserved","trim-start","trim-start","trim-start","trim-start","trim-start","13.5",""
"text-combine-upright","preserved","all","all","all","all","all","13.8",""
"text-decoration","preserved","underline wavy red","underline wavy rgb(255, 0, 0)","underline wavy rgb(255, 0, 0)","underline wavy rgb(255, 0, 0)","underline wavy rgb(255, 0, 0)","20.7",""
"text-decoration-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","9.9",""
"text-decoration-inset","unsupported","","","","","","",""
"text-decoration-line","preserved","underline","underline","underline","underline","underline","6.2",""
"text-decoration-skip","unsupported","","","","","","",""
"text-decoration-skip-ink","preserved","all","all","all","all","all","12.3",""
"text-decoration-style","preserved","double","double","double","double","double","22.5",""
"text-decoration-thickness","preserved","from-font","from-font","from-font","from-font","from-font","30.2",""
"text-emphasis","preserved","red","none rgb(255, 0, 0)","none rgb(255, 0, 0)","none rgb(255, 0, 0)","none rgb(255, 0, 0)","37.1",""
"text-emphasis-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","14.3",""
"text-emphasis-position","preserved","under","under","under","under","under","27.9",""
"text-emphasis-style","preserved","filled","dot","dot","dot","dot","36.3",""
"text-fit","preserved","grow","grow","grow","grow","grow","31.2",""
"text-indent","preserved","24px","24px","24px","24px","24px","24.6",""
"text-justify","preserved","inter-character","inter-character","inter-character","inter-character","inter-character","33.1",""
"text-orientation","preserved","upright","upright","upright","upright","upright","31.7",""
"text-overflow","preserved","ellipsis","ellipsis","ellipsis","ellipsis","ellipsis","35.6",""
"text-rendering","preserved","geometricPrecision","geometricprecision","geometricprecision","geometricprecision","geometricprecision","42.2",""
"text-shadow","preserved","2px 2px red","rgb(255, 0, 0) 2px 2px 0px","rgb(255, 0, 0) 2px 2px 0px","rgb(255, 0, 0) 2px 2px 0px","rgb(255, 0, 0) 2px 2px 0px","22.1",""
"text-size-adjust","preserved","none","100%","100%","100%","100%","23.6",""
"text-spacing-trim","preserved","space-all","space-all","space-all","space-all","space-all","18.8",""
"text-transform","preserved","capitalize","capitalize","capitalize","capitalize","capitalize","32.7",""
"text-underline-offset","preserved","24px","24px","24px","24px","24px","38.9",""
"text-underline-position","preserved","from-font","from-font","from-font","from-font","from-font","32.8",""
"text-wrap","untested","","","","","","",""
"text-wrap-mode","preserved","nowrap","nowrap","nowrap","nowrap","nowrap","50.8",""
"text-wrap-style","preserved","balance","balance","balance","balance","balance","45.2",""
"timeline-scope","preserved","--pc-example","--pc-example","--pc-example","--pc-example","--pc-example","29.9",""
"timeline-trigger","preserved","24px","24px","24px","24px","24px","43.8",""
"timeline-trigger-activation-range","preserved","24px","24px","24px","24px","24px","13.8",""
"timeline-trigger-activation-range-end","preserved","24px","24px","24px","24px","24px","74.8",""
"timeline-trigger-activation-range-start","preserved","24px","24px","24px","24px","24px","12.6",""
"timeline-trigger-active-range","preserved","24px","24px","24px","24px","24px","31.5",""
"timeline-trigger-active-range-end","preserved","normal","normal","normal","normal","normal","26.6",""
"timeline-trigger-active-range-start","preserved","normal","normal","normal","normal","normal","18.7",""
"timeline-trigger-name","preserved","--pc-example","--pc-example","--pc-example","--pc-example","--pc-example","22.2",""
"timeline-trigger-source","preserved","none","none","none","none","none","20.6",""
"top","preserved","24px","24px","24px","24px","24px","20.7",""
"touch-action","native","","","","","","",""
"transform","preserved","translate(12px, 4px)","matrix(1, 0, 0, 1, 12, 4)","matrix(1, 0, 0, 1, 12, 4)","matrix(1, 0, 0, 1, 12, 4)","matrix(1, 0, 0, 1, 12, 4)","30.4",""
"transform-box","preserved","content-box","content-box","content-box","content-box","content-box","35.9",""
"transform-origin","preserved","left","0px 50px","0px 50px","0px 50px","0px 50px","41",""
"transform-style","preserved","preserve-3d","preserve-3d","preserve-3d","preserve-3d","preserve-3d","25.6",""
"transition","native","","","","","","",""
"transition-behavior","native","","","","","","",""
"transition-delay","native","","","","","","",""
"transition-duration","native","","","","","","",""
"transition-property","native","","","","","","",""
"transition-timing-function","native","","","","","","",""
"translate","preserved","12px 4px","12px 4px","12px 4px","12px 4px","12px 4px","29.3",""
"trigger-scope","preserved","all","all","all","all","all","36.6",""
"unicode-bidi","preserved","normal","normal","normal","normal","normal","29.4",""
"user-select","native","","","","","","",""
"vector-effect","preserved","non-scaling-stroke","non-scaling-stroke","non-scaling-stroke","non-scaling-stroke","non-scaling-stroke","33.5",""
"vertical-align","preserved","sub","sub","sub","sub","sub","28.6",""
"view-timeline","preserved","--pc-example","--pc-example","--pc-example","--pc-example","--pc-example","29.2",""
"view-timeline-axis","preserved","inline","inline","inline","inline","inline","43.9",""
"view-timeline-inset","preserved","24px","24px","24px","24px","24px","33",""
"view-timeline-name","preserved","--pc-example","--pc-example","--pc-example","--pc-example","--pc-example","17.4",""
"view-transition-class","native","","","","","","",""
"view-transition-group","native","","","","","","",""
"view-transition-name","native","","","","","","",""
"view-transition-scope","native","","","","","","",""
"visibility","preserved","hidden","hidden","hidden","hidden","hidden","23.1",""
"white-space","preserved","pre","pre","pre","pre","pre","29.4",""
"white-space-collapse","preserved","preserve","preserve","preserve","preserve","preserve","21.9",""
"widows","preserved","3","3","3","3","3","20.3",""
"width","preserved","auto","280px","280px","280px","280px","26.1",""
"will-change","native","","","","","","",""
"window-drag","untested","","","","","","",""
"word-break","preserved","break-all","break-all","break-all","break-all","break-all","41.7",""
"word-spacing","preserved","24px","24px","24px","24px","24px","27.8",""
"word-wrap","preserved","break-word","break-word","break-word","break-word","break-word","37.4",""
"writing-mode","preserved","vertical-rl","vertical-rl","vertical-rl","vertical-rl","vertical-rl","26",""
"x","preserved","24px","24px","24px","24px","24px","29.3",""
"y","preserved","24px","24px","24px","24px","24px","45.8",""
"z-index","preserved","2","2","2","2","2","41.9",""
"zoom","preserved","25%","0.25","0.25","0.25","0.25","68.5",""
